text_clean,label
busuk nih masa mau liat tag org harus prem,1
aplikasi inis sangat bagus,2
duitnya kesedot sendiri anjirr buat langganan kirain nunggu dulu persetujuan buat perpanjang,1
aplikasi yg sangat bagus,2
njir malah berbayar,1
toloooonggg kali ya ini gak ada kayak yang di fidio oranganeh gak tau cara pakainya lagi,1
ih gak bisa tipu tipu kamu ya ih buat apa aku instal menghabiskan mb lagi mana aku gak boleh habisi mb aku aja cuman mau ngecek eh gak bisa gimana sih gimana ini untung udah aku hapus ya huh aman malas ah kalo aku mau instal yang begini aku suruh kakak ku dulu yang instal kalo bisa ya aku instal huh,2
g bisa liat kontak lain,1
informatif inovatif dan informatif,1
kurang bagus sih soalnya susah verifikasi pdahal aku udah masuk pake nomor ku sendiri tapi ttp aja gbisa ter verifikasi,2
kcewa sma aplikasi ini,1
apk sampah di iklan gratis ternyata bayar hama,1
aplikasi gajelas udah login nya susah lama lemot niat bikin aplikasih ga sih udah bisa masuk harus disuruh bayar dulu whyyyy terus guna aplikasi lu apa kalo lkat nama kontak orang aja disuruh bayar aplikasi paling sampahhhh yang pernah gue download,1
gak bisa gratis,1
ngga sesuai harus berlangganan dulu buat liat tag nomor tlfn,1
kebanyakan bayar gblkk,1
komentar dari orang lain tidak bisa di hapus sungguh mengganggu privasi,1
bagus banget aku suka,2
keren,2
sangat membantu sekali,2
good job,1
lm di unduh pdhl ad sinyal,1
katanya bisa liat nama kita di sv apa ehh ternyata harus premium,1
dengan adanya apk ini sangat membantu sekali terima kasih,2
paan si masuk ga bisa bisa  kali jir demi apa susah banget masuk nya gua baru install  menit gua hapus jir ga da gunanya orang ga bisa masuk,1
datanya kontaknya gk di perbarui msa iya kontak dri satahunam lalu msh sma tagnya yg baru mlh gk ad kocak,1
berbayar,1
kenapa saya selalu membayar  langganan sementara saya hanya menggunakan  akun,1
jelek gabisa login harus nunggu besok,0
bagus ada aplikasi ini anti pinjol penipuan scam judol dll riba kafir,2
aplikasi ini sangat membantu,2
mending uninstall mahal bgt gilaa,1
wajib premium,1
kontak sangat di perlukan untuk terhubung sdr kerabat dll,1
aku gk jadi dongwlod gara gara ulasan ny pada jelek,0
malah jadi berbayar,1
makin kesini kok makin harus bayar wkwk,1
ketipu iklan ga usah di install gais saran ak ya,1
apk jelek bnyk mau,0
apk plenger masa baru daftar  kali percobaan langsung di suruh tunggu sebentar karena terlalu banyak percobaan padahal cuma  kali,1
harus premium harus berbayar,1
very good,1
tolong buat developer kalo misalkan mau liat tag gausah nunggu premium dulu lahkasih kelonggaran minimal  kali bisa ngeliat dalam  bulanini apk makin laku kok makin apa gitu ya,1
jujur excited bngt sama ni apk tapi pas prtma kali buka verifikasinya bnyk bngt ga berguna bngt si,1
aplikasi cacat,1
apk sampah para boti dibuat iklan,1
susah banget sumpil udah mah no sendiri juga yang bisa di liat nya cuman  tag doang padahal kontak di hp bnyak kirain bisa liat no sendiri dinamain sama orang lain nya apa ternyata ga semuanya bisa di liat v,1
bagus dan keren sekali,2
di iklan gk pakek uang pas di coba di suruh bayar,1
aplikasi pelit,1
get premium contact,1
semenjak instal apk ini wa gw ke log out terus kayaknya ini apk hacker,1
najiss anj apaan coba ad premiumnya,1
get kontak anjjj,1
pelit bgt bgt bgt,1
tutup aja ganggu privasi orang,1
aplikasi ter ok bagi saya untuk cek siapa yang telpon ke nomer saya pertahankan dan kalau bisa diperbaiki lebih dan lebih lagi,1
membantu untuk menghindari dari penelpon penggangu nomor spam yg sangat mengganggu,2
aplikasi stresss kode verifikasi nggak mau terkirim,1
ini aplikasi paling bahaya tiap jam bisa x ditelponin nomer acak sumpah kalo bisa gua tuntut pengelola nya,0
kikir,1
sangat bergunadan bermanfaat,2
mantabz,1
kenapa dapet tagihan dari google padahal saya tidak belangganan gimana cara membatalkannya,1
sangat membantu untuk mencari tau no baru yg tidak di kenal,2
saya suka,2
sya sdh bayar premium rb sampe skarang fitur premium ga bisa dipake sdh dichat ga ada respon sama sekali,1
tag tidak update kawan saya banyak ngasih nama lain tapi di tag gada,1
no verification sms coming not functional bad app,1
balikin getcontact yang dulu yang gak ada bayar bayar trus gampang pake nya balikinnnn,1
aneh banget gua udah beli premium udah ada transaksi nya terbeli tapi gaada dapat fitur premium nya,1
woi gua byr yg perbulan cuma bisa dipake  minggu kocak bgt nih apk cuma mau duitnya doang percuma gua byr juga,1
dulu lihat tag di kontak ga dibatasi sekarang baru lihat  aja yg lainnya suruh premium,1
aplikasi ini tidak berfungsi kalau tidak berbayar ia kehilangan fitur,1
udah gak kaya dulu sekarang verifikasi susah babi,1
okgood job thx,1
tidak ada menu hapus akunnomor kontak pribadi,1
ini gimana sih masuknya lama banget udh coba login tetap gak bisa terus udh dihapus download lagi tetap gak bisa harus nunggu capek nunggunyaaaaaaaaaaa sengaja kasi rating bagus biar berada di top dan semua bisa liat,2
tidak sesuai ekspektasi saya sangat kecewa mana pake bayar lagi apa lah ini cuman ngehabisin kouta aja gak penting sih,0
menyala bos quhhhhhh,1
cukup menarik,1
hrus langganan dulu baru bisa liat semaunya,1
kenapa sih dengan verifikasinya lama banget nungguin nya terus ga muncul muncul  saya uninstal aja ribet ni aplikasi,1
limit ga jelas,1
beneran gw pikir beneran bisa liat kita di save apa oleh apk initernyata iklan nya boongan anj,1
apk busuk percuma pake premium,1
sekarang harus bayar buat cek nomor hp gak seru,1
b aja,1
makasih sudah memberi tau saya hampir ketipu tapi untuk ada aplikasi ini,1
dulu gratissekarang berbayar,1
gak kaya dulu,1
kok skrg udah pake getcontact premium,1
bayar gratisnya cmn kali di hp ku sisanya bayar eww,1
penggunaan cuma sebentar harus premium memakan memori juga,1
hmm aplikasi jelekk,1
boleh tag kalau nomor penipu tapi kalau tag pekerjaan dan alamat jangan dong itu privasi orang bisa di banned google aplikasi kalian ini paham,0
baru mencoba klau memang bagus hasil nya trus aku tmbh bintang lagi,2
mantep,1
aplikasi geblek gue udah mau berlangganan malah gabisa bisa sampe gonta ganti metode pembayaran dari dana ke gopay  jam gue begitu terus kalo ngerasa perusahaan lu butuh duit jangan persulit buat langganan kampung,1
masa harus berbayar dulu hampir semua fitur nya lagi,1
udah mulai pelit apaapa harus premium kalau premium nya murah gapapa lah ini mahal cuy kalau cuma untuk sekelas cekcek nomormenurut ku lagian kalau mau premium gak semua nya juga lah di lock fiturnya,1
kebanyakan iklann ga kaya dulu,1
ga guna,1
awas ya teman teman ini kok bisa sedot saldo sendiri,1
jelek banget gak sesuai sama iklannya,0
udah lama ga pake gc ini instal baru  coba login eh notif yg keluar  anda telah mengirim terlalu banyak permintaan vertifikasi harap tunggu sebentar sebelum mencoba lagi aneh,1
tidak ada gratis bulanan suruh bayar tiap bulan emangnya tiap bulan periksa nomor orang berapa kali sebulan juga belom tentu sekali mungkin cocok untuk orang yang pinjem utangan banyak ni,1
makin aneh,1
ini cukup bagus terimakasih udah ngasih tau dia siapa,2
gabisa masukk gk ngerti,1
ga suka banget sama ni apk mengganggu privasi bangett,2
tidak terlalu detail,1
yyaya saya setuju,1
karna harus berbayar,1
udah verifikasi tapi tetep gak masuk masuk gimana dah dibenerin lagi aplikasinya,1
tanpa premiumplisssss,1
verifikasi di suruh ulang mulu,1
aja dlu klw bagus baru tambah lg,2
terbaik dari yang terbaik,1
kurang etis karna harus premium,1
maling lu tanpa izin ngambil duit gw buat langganan,1
kikir banget apa harus premium mulu lihat tag aja disuruh premium sekarang jelek banget  ngebet kaya,0
susah login astagaaaa,1
udh  bulan ga pake sama sekali tapi masih aja limit pengecekan gila ni apk kikir parah bahkan udh  bulan ga pake aja a tetep limit padahal sebelumnya sek juga cuma  kontak eh limit sampe  bulan premium pun mahal kocak,1
coba dulu,1
semuanya aja bayar ga sekalian di bikin aplikasi berbayar,1
aplikasi ga jelas monyet,1
aplikasi ini berbahaya orang dengan seenak nya nge taq nama kita aplikasi ini tidak memperdulikan privasi orang semoga kominfo bisa paham tentang ini mungkin bisa kena pasal,1
mentepp,1
dulu gratis sekarang serba bayar,1
kenapa sekarang bayar,1
bagus banget sangat terbantu dengan adanya aplikasi ini,2
males harus bayar padahal dulu gratis,1
kenapa get contak premium saya tidak bisa digunakan padahal sudah bayar,1
tks for prottect me,1
langganan sudah diberhentikan tapi tetap memotong saldo aneh banget tidak muncul di history pembayaran sehingga tidak bisa mengajukan refund,1
aplikasi aneh dulu pernah download dtahun  masih gratis ngga ada kata kata bayar untul premium apalah trs  download lagi tag sv an nya masih sama kaya yang   jga download lagi masih sama ngga ada yg berubah padahalkan nomor nya udah di sv lebih banyak orang benerin lah,1
boleh lah,1
ga bisa berlangganan eror mulu,1
sip baik,1
sangat bermanfaat,2
terpercaya dan akurat dalam memberikan informasi terkait no hp spam dan terindikasi penipuan,1
sekarang apa apa terbatas gak kaya dulu sekarang apa apanya kudu berlangganan,1
baik dan bermanfaat,2
saya sudah lama tidak mengintal aplikasi ini dihp jg main potong begtu saja,1
goodjob,1
aplikasi gak jelas harus premium dulu baru bisa melihat no yg di cari,1
ga asik harus byr,1
sangat buruk,0
cuma mau lihat nama yang tertera harus bayar tolol padahal tidak setiap hari buka aplikasi,1
mantap luar biasa,2
bergunaa,1
iklan jancookk,1
baguss sekali,1
ga sesuai dengan videofoto,1
mengapa aku tidak bisa daftar,1
apa apa bayar,1
jelek sdh brbyar msh embel pula,0
mau liat nomor ga dikenl kenapa harus bayar sih,1
top aah,2
di iklan cuma munculin nama yg disimpan dikontak kenapa data pribadi jg muncul apk munculin data pribadi orang tanpa ijin,1
susah verfikasinya pas udah dapet kode malah pin tidak valid gajelas lu,1
kenapa harus ada premium hah,1
saya sudah langganan getcontact premium sudah lama ini sudah saya bayar jg malah dibatasi melihat getcontact nya gimana ini gak ada solusi cari solusi dimana adminnya,1
okeeeeeeeeee,1
gtc ga kaya dulu sekarang apa apa suruh premium mana mahal lagiga kaya dulu dimudahkanmentang mentang skrng udh terkenal apk nya,1
bagus si cuma kita gabisa tau semua nama yang org kasiat least app bisa ngasih tau semua keklah ini  aja ga ada perbaiki dong,2
bagus aplikasinya,2
scam jir masa hrus pake yg premium mna yg di  ga sesuai sma yg di wa udh yg muncul dikit jlk ni apk jngn download,1
susah amat sih sekarang download apk nya terus masuk nya ribettt,1
sangattt bgusss,1
aplikasinya bagus bisa nge cek nomer mana yg penipu mana yg gak,1
jadi terhindar dari penipuan,1
gk bisa login kocak verifykit lu tuh gkndi baikin bot whatshaap lu udah gk mau menanggapi jadi gk bisa login,1
bagus jir,2
aplikasi terparah masa kagak ada privasinya sama sekali nomer orang,1
dulu masih gratis pas awal buka skrg langsung di suruh bayar,1
tag nya ga lengkap kaya dlu lagi padahal dlu info pribadi namanya siapa aja lengkap,1
anjir get contact trnyata bisa nyolong pulsawahh parah sih,1
big no ni apk tambah bikin ovt aja mau liat tag aja harus bayar dulu kikir emng,1
aplikasi gk jelas mau daftar aja gk bisa,1
gaa asik wk kurang lengkap,1
g bener,1
sangat mantap bung,2
apk ini sangat bagus,2
good app,1
tolongg bisa pake qrissspengen pake qris biar liat nomor orangg,1
ga nyambung,1
lawakk emang ni sistem verifikasinya yg mau di verif sim  malah yg dpt sms sim  ya beda nomor lahh kocak ga sesuai yg diajukan lawak bener nih apk,1
bagus buat antisipasi spam penipuan,2
mau login susah amat suruh input nomor telepon yang menghubungi ditunggu namun gak ada yang menghubungi,1
developer asik meskipun get contact agak ribet masukin nya,1
berbayar jika mau melihat  get kontak,1
sangat bagus,2
dlu pake enk bisa mantau pasangan skrg apk nya udh g jelas,1
gmn sih susah bgt buat daftar semua nomor di masukin gk bisamasuk nomor sendiri pun gk bisa tolong yah,1
ngak nyambung,1
baru masuk udah salah nomor padahal bukan nomor ponsel ku,1
kenapa saya tidak bisa masuk padahal nomor sudah sesuai tapi tidak menerima kode verifikasi,1
udah dowload mau verifikasi aja ribet gagal terusss,1
saya tidak dpt melihat bagaimana orng menyimpan kontak saya,1
knp tagnya dikit banyakin sekarang juga,1
gak bisa membantumalah harus bayar gak jelas,1
aplikasi taikk verifikasiny untuk login udah beberapa kali nyobain untuk login tapi ga bisa,1
ga sesuai kondiiklan gaada premium nya kondi php in mulu konga sama apl ga sama cewe di php terus kon,1
kenapa otomatis langganan tanpa konfirmasi dlu anjirrr kecewa gue uangku terkuras gara gara kamu get contact,0
sangat memuaskan,1
jelek bngetaq mau liat kontak gak bisabayar pun di tolak truskatanya limitnya kurangpadhl melebihi  rblewt ponsel gagallewt shpeepay gagal jghadehhhada pilihan lagi masuk di kredit  ribubayar pake kris sama ajagak bisa buka jgmakan tuh duit  ribu biar mblendinguninstal ajamalessss,0
ribed bangetmasuk aja butuh verifikasimalah dibilang terlalu banyak mencoba verifikasiedan delete aja gak guna,1
sangat berguna sekali untuk mencari informasi alfkasih ini,1
kalau ndak update premium hanya bisa lihat tag  doang aaapaan pelit amat,1
buat masuk aja ribet,1
najis bgt jadi berlangganan semua padahal dulu masih bisa liat tag no orang sekarang boro boro semuanya aja berbayar,1
susah daftar nya,1
cukup baguss,1
ini gimana si anjir udh ganti nomor berkali loginnya tetap ke nomor pertama udh ganti imail jga gitu sat,1
kenapa harus bayar,1
sangat membantu untuk berbisnis,2
hati tidak bisa batal langganan dan disedot terus,1
baguus banget bisa ngelacak penipuan scamm lewat aplikasi ini,1
bagus sekali,2
jelek ga bisa verivikasi ga bisa login padahal sudah sesuai prosedur,0
kontak sya banyak yang terlihat cuma,1
kenapa berbayar,1
sangat bagus aplikasi nya,2
aneh nomor hp benar kok salah aplikasi gak jelas,1
gabisa masuk njir,1
untuk aplikasi nya bagus tapi gk sesuai dengan dari iklan tapi saya tidak mempermasalahkan kalo aplikasi nya gk sesuai dari iklan makasih yang sudah membuat aplikasi ini ya,2
the real ribet dan menyusahkan kali dulu enak login langsung bisa di pake sekarang step nya ribet bgt gabisa langsung di pake aplikasi nya tolong ya get contact jangan memmpersulit,1
dulu gratis knp sekarang berbayar,1
baru pertama masuk sudah harus bayar berlangganan aplikasi sampah gak guna,1
semoga ada perusahaan lain seperti ini dengan layanan gratis,1
tidak bisa memakainya,1
recomended,1
nggak banget mau verifikasi mau daftar malah tidak bisa terlalu banyak verifikasi padahal baru mau daftar,1
fitur basic jadi premium  kaga tuh app ampas,1
harus berbayar baru bisa liat,1
beda yng ada diiklan ihyng diiklan muncul namanya tpi waktu udh download mlh gitu isinya lngsung ajah dihapus,1
saya sudah menghapus langganan dan apk nya kenapa masih ada tagihan nya tolong ya jelasakan,1
semuanya dibayar instal aplikasi kena pemotongan kuota pas mau dipakai disuruh bayar dulu aplikasi sebesar facebook aja semuanya gratis ini malah gak bermanfaat juga tapi apa apa mau disuruh bayar semua,2
mantap,2
semua bisa tahu,1
apa apa hrus premium dlu pas awal ga,1
udah males aja berbayar sekarang,1
perasaan dulu freekok skrng byar,1
gak jelas udah ikutin semua cara login gak bisa aplikasi gak jelas scam cuma ngabisin kouta,1
sayangku,1
bacot kebanyakan iklan,1
sangat buruk karna orang yang spam dan para penipu itu nelfon ke nomor kita sejak kita download get contact sebelum unduh nomorku gak pernah ditelfon nomor yang gak jelas,0
biarkan bintang yang berbicara,1
susah bangettt verivikasi nyaaa ya ampun,1
aplikasi ini bagus,2
baru mau ngetes udah berbayar males,1
limit fitur gratisan pengguna gratisan merasa semakin dibatasi sekarang banyak nama di tag yang disensor muncul bintangbintang seperti a s kecuali jika berlangganan premium harga premium mahal beberapa ulusan seseorang menyebutkan biaya langganan mingguan atau bulanan terlalu tinggi dibandingkan manfaat tambahan yang didapat orang lain untuk melihat versi gratis kebanyakan sensor kenapa harus berbayar terlebih dahulu premium untuk melihat tag nama kontak,1
